taxonid,taxoncode,taxonname,author,ecolgroup,highertaxonid,status,taxagroupid,publicationid,uncertaintytype,certainty_level_conservative,certainty_level_permissive,taxonname_updated,taxonname_updated_original,MDD_species,MDD_species_id,MDD_normalized_original_combination,MDD_validity,sciName,subclass,infraclass,magnorder,superorder,order,suborder,parvorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet
6468,Rat.sp,Rattus sp.,NA,RODE,6953,extant,MAM,1524,NA,NA,NA,Rattus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Muridae,Murinae,Rattini,NA,Rattus,NA,NA
6466,Rat.no,Rattus norvegicus,NA,RODE,6953,extant,MAM,1524,NA,NA,NA,Rattus norvegicus,,Rattus norvegicus,1003649,Rattus norvegicus,synonym,Rattus_norvegicus,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Muridae,Murinae,Rattini,NA,Rattus,NA,norvegicus
7328,cf.Rat.no,cf. Rattus norvegicus,NA,RODE,6462,extant,MAM,1516,cf,genus,species,Rattus norvegicus,,Rattus norvegicus,1003649,Rattus norvegicus,synonym,Rattus_norvegicus,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Muridae,Murinae,Rattini,NA,Rattus,NA,norvegicus
6467,Rat.ra,Rattus rattus,NA,RODE,6953,extant,MAM,1524,NA,NA,NA,Rattus rattus,,Rattus rattus,1003659,Rattus rattus,synonym,Rattus_rattus,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Muridae,Murinae,Rattini,NA,Rattus,NA,rattus
7329,cf.Rat.ra,cf. Rattus rattus,NA,RODE,6462,extant,MAM,1524,cf,genus,species,Rattus rattus,,Rattus rattus,1003659,Rattus rattus,synonym,Rattus_rattus,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Muridae,Murinae,Rattini,NA,Rattus,NA,rattus
67388,Ret,Reithrodon,"Waterhouse, 1837",RODE,6835,extant,MAM,1533,NA,NA,NA,Reithrodon,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Sigmodontinae,Reithrodontini,NA,Reithrodon,NA,NA
67389,Reh.au,Reithrodon auritus,"Fischer, 1814",RODE,67388,extant,MAM,1533,NA,NA,NA,Reithrodon auritus,,Reithrodon auritus,1002738,Reithrodon auritus,synonym,Reithrodon_auritus,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Sigmodontinae,Reithrodontini,NA,Reithrodon,NA,auritus
14090,?Rei.sp,?Reithrodontomys sp.,"Giglioli, 1874",RODE,5953,extant,MAM,1524,?,family,genus,Reithrodontomys,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,NA,NA
6954,Rei,Reithrodontomys,"Giglioli, 1874",RODE,6895,extant,MAM,1524,NA,NA,NA,Reithrodontomys,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,NA,NA
7441,Rei.me/mn,Reithrodontomys megalotis/R. montanus,"(Baird, 1858)|(Baird, 1855)",RODE,6954,extant,MAM,1524,/,genus,genus,Reithrodontomys,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,NA,NA
6475,Rei.sp,Reithrodontomys sp.,"Giglioli, 1874",RODE,6954,extant,MAM,1524,NA,NA,NA,Reithrodontomys,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,NA,NA
7334,cf.Rei.sp,cf. Reithrodontomys sp.,"Giglioli, 1874",RODE,5953,extant,MAM,1524,cf,family,genus,Reithrodontomys,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,NA,NA
6469,Rei.fu,Reithrodontomys fulvescens,"J.A. Allen, 1894",RODE,6954,extant,MAM,1524,NA,NA,NA,Reithrodontomys fulvescens,,Reithrodontomys fulvescens,1002354,Reithrodontomys fulvescens,synonym,Reithrodontomys_fulvescens,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,Reithrodontomys,fulvescens
7330,cf.Rei.fu,cf. Reithrodontomys fulvescens,"J.A. Allen, 1894",RODE,5953,extant,MAM,1524,cf,genus,species,Reithrodontomys fulvescens,,Reithrodontomys fulvescens,1002354,Reithrodontomys fulvescens,synonym,Reithrodontomys_fulvescens,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,Reithrodontomys,fulvescens
6470,Rei.hu,Reithrodontomys humulis,"(Audubon & Bachman, 1841)",RODE,6954,extant,MAM,1524,NA,NA,NA,Reithrodontomys humulis,,Reithrodontomys humulis,1002358,Reithrodontomys humulis,synonym,Reithrodontomys_humulis,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,Reithrodontomys,humulis
7331,cf.Rei.hu,cf. Reithrodontomys humulis,"(Audubon & Bachman, 1841)",RODE,5953,extant,MAM,1524,cf,genus,species,Reithrodontomys humulis,,Reithrodontomys humulis,1002358,Reithrodontomys humulis,synonym,Reithrodontomys_humulis,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,Reithrodontomys,humulis
13856,Rei.af.me,Reithrodontomys aff. R. megalotis,"(Baird, 1858)",RODE,6954,extant,MAM,1524,aff,genus,species,Reithrodontomys megalotis,,Reithrodontomys megalotis,1002359,Reithrodontomys megalotis,synonym,Reithrodontomys_megalotis,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,Reithrodontomys,megalotis
22670,Rei.cf.me,Reithrodontomys cf. R. megalotis,"(Baird, 1858)",RODE,6954,extant,MAM,1524,cf,genus,species,Reithrodontomys megalotis,,Reithrodontomys megalotis,1002359,Reithrodontomys megalotis,synonym,Reithrodontomys_megalotis,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,Reithrodontomys,megalotis
6471,Rei.me,Reithrodontomys megalotis,"(Baird, 1858)",RODE,6954,extant,MAM,1524,NA,NA,NA,Reithrodontomys megalotis,,Reithrodontomys megalotis,1002359,Reithrodontomys megalotis,synonym,Reithrodontomys_megalotis,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,Reithrodontomys,megalotis
7332,cf.Rei.me,cf. Reithrodontomys megalotis,"(Baird, 1858)",RODE,5953,extant,MAM,1524,cf,genus,species,Reithrodontomys megalotis,,Reithrodontomys megalotis,1002359,Reithrodontomys megalotis,synonym,Reithrodontomys_megalotis,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,Reithrodontomys,megalotis
41758,Rei.mx,Reithrodontomys mexicanus,"(de Saussure, 1860)",RODE,6954,extant,MAM,1524,NA,NA,NA,Reithrodontomys mexicanus,,Reithrodontomys mexicanus,1002360,Reithrodontomys mexicanus,synonym,Reithrodontomys_mexicanus,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,Aporodon,mexicanus
6473,Rei.mn,Reithrodontomys montanus,"(Baird, 1855)",RODE,6954,extant,MAM,1524,NA,NA,NA,Reithrodontomys montanus,,Reithrodontomys montanus,1002362,Reithrodontomys montanus,synonym,Reithrodontomys_montanus,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,Reithrodontomys,montanus
7333,cf.Rei.mn,cf. Reithrodontomys montanus,"(Baird, 1855)",RODE,5953,extant,MAM,1524,cf,genus,species,Reithrodontomys montanus,,Reithrodontomys montanus,1002362,Reithrodontomys montanus,synonym,Reithrodontomys_montanus,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,Reithrodontomys,montanus
6474,Rei.ra,Reithrodontomys raviventris,"Dixon, 1908",RODE,6954,extant,MAM,1524,NA,NA,NA,Reithrodontomys raviventris,,Reithrodontomys raviventris,1002365,Reithrodontomys raviventris,species,Reithrodontomys_raviventris,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Neotominae,Reithrodontomyini,NA,Reithrodontomys,Reithrodontomys,raviventris
14085,?Rodtia,?Rodentia,"Bowdich, 1821",MAMM,6171,extant,MAM,1512,?,class,order,Rodentia,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44042,cf.Rodtia,cf. Rodentia,"Bowdich, 1821",MAMM,6171,extant,MAM,1512,cf,class,order,Rodentia,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24144,Ony.le/Cha.hi/Prg.sp/Per.sp,Onychomys leucogaster/Chaetodipus hispidus/Perognathus sp./Peromyscus sp.,"(Wied-Neuwied, 1841)|(Baird, 1858)|Wied-Neuwied, 1839|Gloger, 1841",RODE,6462,extant,MAM,1512,/,order,order,Rodentia,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6462,Rodtia,Rodentia,"Bowdich, 1821",RODE,6171,extant,MAM,1512,NA,NA,NA,Rodentia,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20019,Rodtia.(l,Rodentia (large),"Bowdich, 1821",RODE,13884,extant,MAM,1512,NA,NA,NA,Rodentia,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20020,Rodtia.(m,Rodentia (medium),"Bowdich, 1821",RODE,13884,extant,MAM,1512,NA,NA,NA,Rodentia,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20021,Rodtia.(e,Rodentia (medium/large),"Bowdich, 1821",RODE,13884,extant,MAM,1512,/,order,order,Rodentia,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20018,Rodtia.(s,Rodentia (small),"Bowdich, 1821",RODE,13884,extant,MAM,1512,NA,NA,NA,Rodentia,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35211,Rodtia.(v,Rodentia (very small),"Bowdich, 1821",RODE,13884,extant,MAM,1512,NA,NA,NA,Rodentia,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13884,Rodtia.sp,Rodentia sp.,"Bowdich, 1821",RODE,6462,extant,MAM,1512,NA,NA,NA,Rodentia,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24145,Rodtia.ud,Rodentia undiff.,"Bowdich, 1821",RODE,6462,extant,MAM,1512,NA,NA,NA,Rodentia,Rodentia undiff.,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37895,?Scidae,?Sciuridae,"Hemprich, 1820",RODE,6462,extant,MAM,1530,?,order,family,Sciuridae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,NA,NA,NA,NA,NA,NA
7660,Cyn.gu/Spr.va,Cynomys gunnisoni/Spermophilus variegatus,"(Baird, 1855)|(Erxleben, 1777)",RODE,6462,extant,MAM,1530,/,family,family,Sciuridae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,NA,NA,NA,NA,NA,NA
22909,Cyo,Cynomys/Spermophilus,"Rafinesque, 1817|Cuvier, 1825",RODE,28009,extant,MAM,1511,/,family,family,Sciuridae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,NA,NA,NA,NA,NA,NA
6488,Scidae,Sciuridae,"Hemprich, 1820",RODE,6462,extant,MAM,1530,NA,NA,NA,Sciuridae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,NA,NA,NA,NA,NA,NA
23551,Scu,Sciurus/Tamiasciurus,"Linnaeus, 1758|Trouessart, 1880",RODE,13872,extant,MAM,1511,/,family,family,Sciuridae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,NA,NA,NA,NA,NA,NA
7454,Spr/Cyn,Spermophilus/Cynomys,"F. Cuvier, 1825|Rafinesque, 1817",RODE,28009,extant,MAM,1530,/,family,family,Sciuridae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,NA,NA,NA,NA,NA,NA
22907,Tai,Tamias/Spermophilus,"Illinger, 1811|Cuvier, 1825",RODE,28009,extant,MAM,1511,/,family,family,Sciuridae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,NA,NA,NA,NA,NA,NA
13911,?Sci.sp,?Sciurus sp.,"Linnaeus, 1758",RODE,6488,extant,MAM,1530,?,family,genus,Sciurus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,NA,NA
6916,Sci,Sciurus,"Linnaeus, 1758",RODE,13872,extant,MAM,1530,NA,NA,NA,Sciurus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,NA,NA
6490,Sci.ab/az,Sciurus aberti/S. arizonensis,NA,RODE,6916,extant,MAM,1530,/,genus,genus,Sciurus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,NA,NA
7447,Sci.ca/ng,Sciurus carolinensis/S. niger,NA,RODE,6916,extant,MAM,1530,/,genus,genus,Sciurus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,NA,NA
6497,Sci.sp,Sciurus sp.,NA,RODE,6916,extant,MAM,1530,NA,NA,NA,Sciurus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,NA,NA
7342,cf.Sci.sp,cf. Sciurus sp.,NA,RODE,6462,extant,MAM,1522,cf,family,genus,Sciurus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,NA,NA
6489,Sci.ab,Sciurus aberti,NA,RODE,6916,extant,MAM,1530,NA,NA,NA,Sciurus aberti,,Sciurus aberti,1001674,Sciurus aberti,species,Sciurus_aberti,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Hesperosciurus,aberti
7339,cf.Sci.ab,cf. Sciurus aberti,NA,RODE,6462,extant,MAM,1624,cf,genus,species,Sciurus aberti,,Sciurus aberti,1001674,Sciurus aberti,species,Sciurus_aberti,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Hesperosciurus,aberti
6491,Sci.al,Sciurus alleni,NA,RODE,6916,extant,MAM,1530,NA,NA,NA,Sciurus alleni,,Sciurus alleni,1001676,Sciurus alleni,species,Sciurus_alleni,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Parasciurus,alleni
6492,Sci.az,Sciurus arizonensis,NA,RODE,6916,extant,MAM,1530,NA,NA,NA,Sciurus arizonensis,,Sciurus arizonensis,1001678,Sciurus arizonensis,species,Sciurus_arizonensis,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Parasciurus,arizonensis
41741,Sci.au,Sciurus aureogaster,"F. Cuvier, 1829",RODE,6916,extant,MAM,1530,NA,NA,NA,Sciurus aureogaster,,Sciurus aureogaster,1001679,Sciurus aureogaster,species,Sciurus_aureogaster,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Echinosciurus,aureogaster
6493,Sci.ca,Sciurus carolinensis,NA,RODE,6916,extant,MAM,1530,NA,NA,NA,Sciurus carolinensis,,Sciurus carolinensis,1001680,Sciurus carolinensis,species,Sciurus_carolinensis,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Neosciurus,carolinensis
35683,Sci.cf.ca,Sciurus cf. S. carolinensis,"Gmelin, 1788",RODE,6916,extant,MAM,1530,cf,genus,species,Sciurus carolinensis,,Sciurus carolinensis,1001680,Sciurus carolinensis,species,Sciurus_carolinensis,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Neosciurus,carolinensis
7340,cf.Sci.ca,cf. Sciurus carolinensis,NA,RODE,6462,extant,MAM,1522,cf,genus,species,Sciurus carolinensis,,Sciurus carolinensis,1001680,Sciurus carolinensis,species,Sciurus_carolinensis,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Neosciurus,carolinensis
41742,Sci.de,Sciurus deppei,"Peters, 1864",RODE,6916,extant,MAM,1530,NA,NA,NA,Sciurus deppei,,Sciurus deppei,1001682,Sciurus deppei,species,Sciurus_deppei,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Echinosciurus,deppei
6494,Sci.gr,Sciurus griseus,NA,RODE,6916,extant,MAM,1530,NA,NA,NA,Sciurus griseus,,Sciurus griseus,1001686,Sciurus griseus,species,Sciurus_griseus,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Hesperosciurus,griseus
6495,Sci.ny,Sciurus nayaritensis,NA,RODE,6916,extant,MAM,1530,NA,NA,NA,Sciurus nayaritensis,,Sciurus nayaritensis,1001691,Sciurus nayaritensis,species,Sciurus_nayaritensis,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Parasciurus,nayaritensis
6496,Sci.ng,Sciurus niger,NA,RODE,6916,extant,MAM,1530,NA,NA,NA,Sciurus niger,,Sciurus niger,1001692,Sciurus niger,species,Sciurus_niger,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Parasciurus,niger
7341,cf.Sci.ng,cf. Sciurus niger,NA,RODE,6462,extant,MAM,1522,cf,genus,species,Sciurus niger,,Sciurus niger,1001692,Sciurus niger,species,Sciurus_niger,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Parasciurus,niger
7730,Sci.ng.ru,Sciurus niger rufiventer,NA,RODE,6496,extant,MAM,1530,NA,NA,NA,Sciurus niger rufiventer,,Sciurus niger,1001692,Sciurus niger rufiventer,synonym,Sciurus_niger,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Parasciurus,niger
41743,Sci.va,Sciurus variegatoides,"Ogilby, 1839",RODE,6916,extant,MAM,1530,NA,NA,NA,Sciurus variegatoides,,Sciurus variegatoides,1001700,Sciurus variegatoides,species,Sciurus_variegatoides,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Echinosciurus,variegatoides
41744,Sci.yu,Sciurus yucatanensis,"J. A. Allen, 1877",RODE,6916,extant,MAM,1530,NA,NA,NA,Sciurus yucatanensis,,Sciurus yucatanensis,1001702,Sciurus yucatanensis,synonym,Sciurus_yucatanensis,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Sciuromorpha,NA,NA,Sciuridae,Sciurinae,Sciurini,NA,Sciurus,Echinosciurus,yucatanensis
13513,?Sig.sp,?Sigmodon sp.,"Say & Ord, 1825",RODE,6462,extinct,MAM,1524,?,family,genus,Sigmodon,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Sigmodontinae,Sigmodontini,NA,Sigmodon,NA,NA
6962,Sig,Sigmodon,"Say & Ord, 1825",RODE,6835,extant,MAM,1524,NA,NA,NA,Sigmodon,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Sigmodontinae,Sigmodontini,NA,Sigmodon,NA,NA
6507,Sig.sp,Sigmodon sp.,"Say & Ord, 1825",RODE,6962,extant,MAM,1524,NA,NA,NA,Sigmodon,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Sigmodontinae,Sigmodontini,NA,Sigmodon,NA,NA
7345,cf.Sig.sp,cf. Sigmodon sp.,"Say & Ord, 1825",RODE,6462,extant,MAM,1524,cf,family,genus,Sigmodon,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Sigmodontinae,Sigmodontini,NA,Sigmodon,NA,NA
7509,Sig.cf.fu,Sigmodon cf. S. fulviventer,"J.A. Allen, 1889",RODE,6962,extant,MAM,1524,cf,genus,species,Sigmodon fulviventer,,Sigmodon fulviventer,1002744,Sigmodon fulviventer,species,Sigmodon_fulviventer,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Sigmodontinae,Sigmodontini,NA,Sigmodon,NA,fulviventer
6500,Sig.fu,Sigmodon fulviventer,"J.A. Allen, 1889",RODE,6962,extant,MAM,1524,NA,NA,NA,Sigmodon fulviventer,,Sigmodon fulviventer,1002744,Sigmodon fulviventer,species,Sigmodon_fulviventer,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Sigmodontinae,Sigmodontini,NA,Sigmodon,NA,fulviventer
7343,cf.Sig.fu,cf. Sigmodon fulviventer,"J.A. Allen, 1889",RODE,6462,extant,MAM,1530,cf,genus,species,Sigmodon fulviventer,,Sigmodon fulviventer,1002744,Sigmodon fulviventer,species,Sigmodon_fulviventer,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Sigmodontinae,Sigmodontini,NA,Sigmodon,NA,fulviventer
6501,Sig.hi,Sigmodon hispidus,"Say & Ord, 1825",RODE,6962,extant,MAM,1524,NA,NA,NA,Sigmodon hispidus,,Sigmodon hispidus,1002746,Sigmodon hispidus,synonym,Sigmodon_hispidus,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Sigmodontinae,Sigmodontini,NA,Sigmodon,NA,hispidus
7344,cf.Sig.hi,cf. Sigmodon hispidus,"Say & Ord, 1825",RODE,6462,extant,MAM,1524,cf,genus,species,Sigmodon hispidus,,Sigmodon hispidus,1002746,Sigmodon hispidus,synonym,Sigmodon_hispidus,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Sigmodontinae,Sigmodontini,NA,Sigmodon,NA,hispidus
6506,Sig.oc,Sigmodon ochrognathus,"Bailey, 1902",RODE,6962,extant,MAM,1524,NA,NA,NA,Sigmodon ochrognathus,,Sigmodon ochrognathus,1002750,Sigmodon ochrognathus,species,Sigmodon_ochrognathus,Theria,Placentalia,Boreoeutheria,Euarchontoglires,Rodentia,Supramyomorpha,NA,Muroidea,Cricetidae,Sigmodontinae,Sigmodontini,NA,Sigmodon,NA,ochrognathus
