taxonid,taxoncode,taxonname,author,ecolgroup,highertaxonid,status,taxagroupid,publicationid,uncertaintytype,certainty_level_conservative,certainty_level_permissive,taxonname_updated,taxonname_updated_original,MDD_species,MDD_species_id,MDD_normalized_original_combination,MDD_validity,sciName,subclass,infraclass,magnorder,superorder,order,suborder,parvorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet
13736,?Alc.sp,?Alces sp.,"Gray, 1821",ARTI,14677,extant,MAM,1516,?,family,genus,Alces,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Alceini,NA,Alces,NA,NA
6759,Alc,Alces,"Gray, 1821",ARTI,13484,extant,MAM,1516,NA,NA,NA,Alces,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Alceini,NA,Alces,NA,NA
5827,Alc.sp,Alces sp.,"Gray, 1821",ARTI,6759,extant,MAM,1516,NA,NA,NA,Alces,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Alceini,NA,Alces,NA,NA
7098,cf.Alc.sp,cf. Alces sp.,"Gray, 1821",ARTI,14677,extant,MAM,1516,cf,family,genus,Alces,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Alceini,NA,Alces,NA,NA
7055,?Alc.al,?Alces alces,"(Linnaeus, 1758)",ARTI,6171,extant,MAM,1516,?,family,species,Alces alces,,Alces alces,1006285,Alces alces,synonym,Alces_alces,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Alceini,NA,Alces,NA,alces
5826,Alc.al,Alces alces,"(Linnaeus, 1758)",ARTI,6759,extant,MAM,1516,NA,NA,NA,Alces alces,,Alces alces,1006285,Alces alces,synonym,Alces_alces,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Alceini,NA,Alces,NA,alces
7097,cf.Alc.al,cf. Alces alces,"(Linnaeus, 1758)",ARTI,14677,extant,MAM,1516,cf,genus,species,Alces alces,,Alces alces,1006285,Alces alces,synonym,Alces_alces,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Alceini,NA,Alces,NA,alces
7031,Alc.am,Alces americanus,"Clinton, 1822",ARTI,6759,extant,MAM,1516,NA,NA,NA,Alces americanus,,Alces alces,1006285,Alces americanus,synonym,Alces_alces,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Alceini,NA,Alces,NA,alces
13838,?Atl.sp,?Antilocapra sp.,"Ord, 1818",ARTI,5842,extant,MAM,1516,?,family,genus,Antilocapra,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,incertae sedis,Antilocapridae,Antilocaprinae,NA,NA,Antilocapra,NA,NA
6762,Atl,Antilocapra,"Ord, 1818",ARTI,5842,extant,MAM,1516,NA,NA,NA,Antilocapra,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,incertae sedis,Antilocapridae,Antilocaprinae,NA,NA,Antilocapra,NA,NA
5841,Atl.sp,Antilocapra sp.,"Ord, 1818",ARTI,6762,extant,MAM,1516,NA,NA,NA,Antilocapra,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,incertae sedis,Antilocapridae,Antilocaprinae,NA,NA,Antilocapra,NA,NA
13837,Atldae.?Atl.sp,Antilocapridae ?Antilocapra sp.,"Ord, 1818",ARTI,5842,extant,MAM,1516,?,family,genus,Antilocapra,Antilocapridae ?Antilocapra,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,incertae sedis,Antilocapridae,Antilocaprinae,NA,NA,Antilocapra,NA,NA
7103,cf.Atl.sp,cf. Antilocapra sp.,"Ord, 1818",ARTI,14677,extinct,MAM,1538,cf,family,genus,Antilocapra,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,incertae sedis,Antilocapridae,Antilocaprinae,NA,NA,Antilocapra,NA,NA
5840,Atl.am,Antilocapra americana,"(Ord, 1815)",ARTI,6762,extant,MAM,1516,NA,NA,NA,Antilocapra americana,,Antilocapra americana,1006129,Antilocapra americana,synonym,Antilocapra_americana,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,incertae sedis,Antilocapridae,Antilocaprinae,NA,NA,Antilocapra,NA,americana
7671,Atl.cf.am,Antilocapra cf. A. americana,"(Ord, 1815)",ARTI,6762,extant,MAM,1516,cf,genus,species,Antilocapra americana,,Antilocapra americana,1006129,Antilocapra americana,synonym,Antilocapra_americana,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,incertae sedis,Antilocapridae,Antilocaprinae,NA,NA,Antilocapra,NA,americana
7102,cf.Atl.am,cf. Antilocapra americana,"(Ord, 1815)",ARTI,14677,extant,MAM,1518,cf,genus,species,Antilocapra americana,,Antilocapra americana,1006129,Antilocapra americana,synonym,Antilocapra_americana,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,incertae sedis,Antilocapridae,Antilocaprinae,NA,NA,Antilocapra,NA,americana
5842,Atldae,Antilocapridae,"Owen, 1841",ARTI,5825,extant,MAM,1516,NA,NA,NA,Antilocapridae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,incertae sedis,Antilocapridae,NA,NA,NA,NA,NA,NA
13836,Atldae.sp,Antilocapridae sp.,"Owen, 1841",ARTI,5842,extant,MAM,1516,NA,NA,NA,Antilocapridae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,incertae sedis,Antilocapridae,NA,NA,NA,NA,NA,NA
14179,?Artyla,?Artiodactyla,"Owen, 1848",ARTI,6171,extant,MAM,1516,?,class,order,Artiodactyla,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36452,Alc/Ovb,Alces/Ovibos,"Gray, 1821|Blainville, 1816",ARTI,5825,extant,MAM,1533,/,order,order,Artiodactyla,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5825,Artyla,Artiodactyla,"Owen, 1848",ARTI,42039,extant,MAM,1516,NA,NA,NA,Artiodactyla,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35161,Artyla(lg),Artiodactyla (large),"Owen, 1848",ARTI,5825,extant,MAM,1516,NA,NA,NA,Artiodactyla,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35162,Artyla(sm),Artiodactyla (small),"Owen, 1848",ARTI,5825,extant,MAM,1516,NA,NA,NA,Artiodactyla,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14677,Artyla.inc.sed,Artiodactyla incertae sedis,"Owen, 1848",ARTI,5825,extant,MAM,1516,NA,NA,NA,Artiodactyla,Artiodactyla incertae sedis,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7439,Crvdae/Bovdae,Cervidae/Bovidae,"Goldfuss, 1820|Gray, 1821",ARTI,5825,extant,MAM,1516,/,order,order,Artiodactyla,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13913,Odc/Atl,Odocoileus/Antilocapra,"Rafinesque, 1832|Ord, 1818",ARTI,5825,extant,MAM,1516,/,order,order,Artiodactyla,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24142,Odc/Atl.am,Odocoileus/Antilocapra americana,"Rafinesque, 1832/(Ord, 1815)",ARTI,5825,extant,MAM,1516,/,order,order,Artiodactyla,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7455,Ovs/Crv,Ovis/Cervus,"Linnaeus, 1758|Linnaeus, 1758",ARTI,5825,extant,MAM,1516,/,order,order,Artiodactyla,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20771,cf.Artyla,cf. Artiodactyla,"Owen, 1848",MAMM,6171,extant,MAM,1533,cf,class,order,Artiodactyla,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6771,Bal,Balaena,"Linnaeus, 1758",CETA,6772,extant,MAM,1523,NA,NA,NA,Balaena,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenoidea,Balaenidae,NA,NA,NA,Balaena,NA,NA
5859,Bal.my,Balaena mysticetus,"Linnaeus, 1758",CETA,6771,extant,MAM,1523,NA,NA,NA,Balaena mysticetus,,Balaena mysticetus,1006393,Balaena mysticetus,species,Balaena_mysticetus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenoidea,Balaenidae,NA,NA,NA,Balaena,NA,mysticetus
13746,cf.Bal.my,cf. Balaena mysticetus,"Linnaeus, 1758",CETA,14195,extant,MAM,1523,cf,genus,species,Balaena mysticetus,,Balaena mysticetus,1006393,Balaena mysticetus,species,Balaena_mysticetus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenoidea,Balaenidae,NA,NA,NA,Balaena,NA,mysticetus
6772,Baldae,Balaenidae,"Gray, 1821",CETA,14195,extant,MAM,1523,NA,NA,NA,Balaenidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenoidea,Balaenidae,NA,NA,NA,NA,NA,NA
19664,Baa,Balaenoptera,"Lacépède, 1804",CETA,19663,extant,MAM,1523,NA,NA,NA,Balaenoptera,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,NA
19665,Bae.sp,Balaenoptera sp.,"Lacépède, 1804",CETA,19664,extant,MAM,1523,NA,NA,NA,Balaenoptera,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,NA
19955,Baa.sp,Balaenoptera spp.,"Lacépède, 1804",CETA,19665,extant,MAM,1523,NA,NA,NA,Balaenoptera,Balaenoptera spp.,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,NA
19666,Bae.ac,Balaenoptera acutorostrata,"Lacépède, 1804",CETA,19664,extant,MAM,1523,NA,NA,NA,Balaenoptera acutorostrata,,Balaenoptera acutorostrata,1006397,Balaenoptera acutorostrata,species,Balaenoptera_acutorostrata,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,acutorostrata
19948,Baa.cf.ac,Balaenoptera cf. B. acutorostrata,"Lacépède, 1804",CETA,19666,extant,MAM,1523,cf,genus,species,Balaenoptera acutorostrata,,Balaenoptera acutorostrata,1006397,Balaenoptera acutorostrata,species,Balaenoptera_acutorostrata,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,acutorostrata
19667,Bae.bo,Balaenoptera borealis,"Lesson, 1828",CETA,19664,extant,MAM,1523,NA,NA,NA,Balaenoptera borealis,,Balaenoptera borealis,1006399,Balaenoptera borealis,species,Balaenoptera_borealis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,borealis
19949,Baa.cf.bo,Balaenoptera cf. B. borealis,"Lesson, 1828",CETA,19667,extant,MAM,1523,cf,genus,species,Balaenoptera borealis,,Balaenoptera borealis,1006399,Balaenoptera borealis,species,Balaenoptera_borealis,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,borealis
19668,Bae.br,Balaenoptera brydei,"Olsen, 1913",CETA,19664,extant,MAM,1523,NA,NA,NA,Balaenoptera brydei,,Balaenoptera brydei,1006520,Balaenoptera brydei,species,Balaenoptera_brydei,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,brydei
19950,Baa.cf.br,Balaenoptera cf. B. brydei,"Olsen, 1913",CETA,19668,extant,MAM,1523,cf,genus,species,Balaenoptera brydei,,Balaenoptera brydei,1006520,Balaenoptera brydei,species,Balaenoptera_brydei,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,brydei
19951,Baa.cf.ed,Balaenoptera cf. B. edeni,"Anderson, 1879",CETA,19669,extant,MAM,1523,cf,genus,species,Balaenoptera edeni,,Balaenoptera edeni,1006400,Balaenoptera edeni,species,Balaenoptera_edeni,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,edeni
19669,Bae.ed,Balaenoptera edeni,"Anderson, 1879",CETA,19664,extant,MAM,1523,NA,NA,NA,Balaenoptera edeni,,Balaenoptera edeni,1006400,Balaenoptera edeni,species,Balaenoptera_edeni,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,edeni
19952,Baa.cf.mu,Balaenoptera cf. B. musculus,"(Linnaeus, 1758)",CETA,19670,extant,MAM,1523,cf,genus,species,Balaenoptera musculus,,Balaenoptera musculus,1006401,Balaenoptera musculus,synonym,Balaenoptera_musculus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,musculus
19670,Bae.mu,Balaenoptera musculus,"(Linnaeus, 1758)",CETA,19664,extant,MAM,1523,NA,NA,NA,Balaenoptera musculus,,Balaenoptera musculus,1006401,Balaenoptera musculus,synonym,Balaenoptera_musculus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,musculus
19954,Baa.cf.ph,Balaenoptera cf. B. physalus,"(Linnaeus, 1758)",CETA,19672,extant,MAM,1523,cf,genus,species,Balaenoptera physalus,,Balaenoptera physalus,1006403,Balaenoptera physalus,synonym,Balaenoptera_physalus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,physalus
19672,Bae.ph,Balaenoptera physalus,"(Linnaeus, 1758)",CETA,19664,extant,MAM,1523,NA,NA,NA,Balaenoptera physalus,,Balaenoptera physalus,1006403,Balaenoptera physalus,synonym,Balaenoptera_physalus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,Balaenoptera,NA,physalus
19663,Baadae,Balaenopteridae,"Gray, 1864",CETA,14195,extant,MAM,1523,NA,NA,NA,Balaenopteridae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Balaenopteroidea,Balaenopteridae,NA,NA,NA,NA,NA,NA
19683,Ber,Berardius,"Duvernoy, 1851",CETA,19682,extant,MAM,1523,NA,NA,NA,Berardius,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Ziphioidea,Ziphiidae,Berardiinae,NA,NA,Berardius,NA,NA
19684,Bea.sp,Berardius sp.,"Duvernoy, 1851",CETA,19683,extant,MAM,1523,NA,NA,NA,Berardius,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Ziphioidea,Ziphiidae,Berardiinae,NA,NA,Berardius,NA,NA
19685,Bea.ba,Berardius bairdi,"Stejneger, 1883",CETA,19683,extant,MAM,1523,NA,NA,NA,Berardius bairdi,,Berardius bairdii,1006464,Berardius bairdi,synonym,Berardius_bairdii,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Ziphioidea,Ziphiidae,Berardiinae,NA,NA,Berardius,NA,bairdii
19709,Zii.cf.Be,Ziphiidae cf. Berardius bairdi,"Duvernoy, 1851",CETA,19682,extant,MAM,1523,cf,family,species,Berardius bairdi,Ziphiidae Berardius bairdi,Berardius bairdii,1006464,Berardius bairdi,synonym,Berardius_bairdii,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Cetacea,NA,Ziphioidea,Ziphiidae,Berardiinae,NA,NA,Berardius,NA,bairdii
5868,Bis.bi,Bison bison,"Linnaeus, 1758",ARTI,6774,extant,MAM,1516,NA,NA,NA,Bison bison,,Bos bison,1006256,Bison bison,synonym,Bos_bison,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Bovinae,Bovini,Bovina,Bos,Bison,bison
5867,Bis.bi.an/oc,Bison bison antiquus/B. b. occidentalis,"Leidy, 1852|Lucas, 1898",ARTI,6774,extinct,MAM,1545,/,species,species,Bison bison,,Bos bison,1006256,Bison bison,synonym,Bos_bison,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Bovinae,Bovini,Bovina,Bos,Bison,bison
7111,cf.Bis.bi,cf. Bison bison,"Linnaeus, 1758",ARTI,14677,extant,MAM,1516,cf,genus,species,Bison bison,,Bos bison,1006256,Bison bison,synonym,Bos_bison,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Bovinae,Bovini,Bovina,Bos,Bison,bison
7657,Bis.bi.at,Bison bison athabascae,"Rhoads, 1897",ARTI,5868,extant,MAM,1516,NA,NA,NA,Bison bison athabascae,,Bos bison,1006256,Bison bison athabascae,synonym,Bos_bison,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Bovinae,Bovini,Bovina,Bos,Bison,bison
7663,Bis.bi.bi,Bison bison bison,"Linnaeus, 1758",ARTI,5868,extant,MAM,1516,NA,NA,NA,Bison bison bison,,Bos bison,1006256,Bison bison bison,synonym,Bos_bison,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Bovinae,Bovini,Bovina,Bos,Bison,bison
6776,Bls,Blastocerus,"Wagner, 1844",ARTI,13484,extant,MAM,1516,NA,NA,NA,Blastocerus,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Odocoileini,NA,Blastocerus,NA,NA
25777,Bls.di,Blastocerus dichotomus,"Wagner, 1844",ARTI,5935,extant,MAM,8343,NA,NA,NA,Blastocerus dichotomus,,Blastocerus dichotomus,1006289,Blastocerus dichotomus,synonym,Blastocerus_dichotomus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Cervoidea,Cervidae,Capreolinae,Odocoileini,NA,Blastocerus,NA,dichotomus
6778,Bos,Bos,"Linnaeus, 1758",ARTI,5885,extant,MAM,1516,NA,NA,NA,Bos,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Bovinae,Bovini,Bovina,Bos,NA,NA
13435,Bos.sp,Bos sp.,"Linnaeus, 1758",ARTI,6778,extant,MAM,1516,NA,NA,NA,Bos,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Bovinae,Bovini,Bovina,Bos,NA,NA
13436,cf.Bos.sp,cf. Bos sp.,"Linnaeus, 1758",ARTI,14677,extant,MAM,1516,cf,family,genus,Bos,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Bovinae,Bovini,Bovina,Bos,NA,NA
46872,Bos.prim,Bos primigenius,"Bojanus, 1827",ARTI,6778,extinct,MAM,1511,NA,NA,NA,Bos primigenius,,Bos primigenius,1006265,Bos primigenius,species,Bos_primigenius,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Bovinae,Bovini,Bovina,Bos,Bos,primigenius
5884,Bos.ta,Bos taurus,"Linnaeus, 1758",ARTI,6778,extant,MAM,1516,NA,NA,NA,Bos taurus,,Bos taurus,1006267,Bos taurus,species,Bos_taurus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Bovinae,Bovini,Bovina,Bos,Bos,taurus
7119,cf.Bos.ta,cf. Bos taurus,"Linnaeus, 1758",ARTI,14677,extant,MAM,1516,cf,genus,species,Bos taurus,,Bos taurus,1006267,Bos taurus,species,Bos_taurus,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Bovinae,Bovini,Bovina,Bos,Bos,taurus
14115,?Bovdae,?Bovidae,"Gray, 1821",ARTI,14677,extant,MAM,1516,?,order,family,Bovidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,NA,NA,NA,NA,NA,NA
5885,Bovdae,Bovidae,"Gray, 1821",ARTI,5825,extant,MAM,1516,NA,NA,NA,Bovidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,NA,NA,NA,NA,NA,NA
14114,Bovdae.?Boo.sp/Bis.sp,Bovidae ?Bootherium sp./Bison sp.,"Gray, 1821|Leidy, 1852|H. Smith, 1827",ARTI,5885,extinct,MAM,1516,?,family,family,Bovidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,NA,NA,NA,NA,NA,NA
25681,Cap/Rup,Capra/Rupicapra,"Linnaeus, 1758/de Blainville, 1816",ARTI,7016,extant,MAM,1516,/,family,family,Bovidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,NA,NA,NA,NA,NA,NA
7659,Ovs.ar/Cap,Ovis aries/Capra,"Linnaeus, 1758|Linnaeus, 1758",ARTI,7016,extant,MAM,1516,/,family,family,Bovidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,NA,NA,NA,NA,NA,NA
7456,Ovs/Cap,Ovis/Capra,"Linnaeus, 1758|Linnaeus, 1758",ARTI,7016,extant,MAM,1516,/,family,family,Bovidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,NA,NA,NA,NA,NA,NA
7120,cf.Bovdae,cf. Bovidae,"Gray, 1821",ARTI,14677,extant,MAM,1516,cf,order,family,Bovidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,NA,NA,NA,NA,NA,NA
13665,?Camdae,?Camelidae,"Gray, 1821",ARTI,14677,extant,MAM,1516,?,order,family,Camelidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Tylopoda,NA,NA,Camelidae,NA,NA,NA,NA,NA,NA
5902,Camdae,Camelidae,"Gray, 1821",ARTI,5825,extant,MAM,1516,NA,NA,NA,Camelidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Tylopoda,NA,NA,Camelidae,NA,NA,NA,NA,NA,NA
7042,Camdae.sp,Camelidae sp.,"Gray, 1821",ARTI,5902,extant,MAM,1516,NA,NA,NA,Camelidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Tylopoda,NA,NA,Camelidae,NA,NA,NA,NA,NA,NA
13890,Tit/Ggc.sp,Titanotylopus/Gigantocamelus sp.,"Barbour & Schultz, 1934|Barbour & Schultz, 1939",ARTI,5902,extinct,MAM,1587,/,family,family,Camelidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Tylopoda,NA,NA,Camelidae,NA,NA,NA,NA,NA,NA
13666,cf.Camdae,cf. Camelidae,"Gray, 1821",ARTI,14677,extant,MAM,1516,cf,order,family,Camelidae,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Tylopoda,NA,NA,Camelidae,NA,NA,NA,NA,NA,NA
6790,Cap,Capra,"Linnaeus, 1758",ARTI,7016,extant,MAM,1516,NA,NA,NA,Capra,,NA,NA,NA,NA,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Artiodactyla,Ruminantia,NA,Bovoidea,Bovidae,Antilopinae,Caprini,Caprina,Capra,NA,NA
