siteid,sitename,datasetid,collunitid,lat,long,elev,ageolder,ageyounger,chronologyname,variablename,taxonname_updated,MDD_species,order,family,genus,specificEpithet
244,Bechan Cave,5746,5601,37.36667,-110.86667,1352,13512,11700,Syverson-Blois: bounds,Neotoma sp.,Neotoma,NA,Rodentia,Cricetidae,Neotoma,NA
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,Geomys bursarius,Geomys bursarius,Geomys bursarius,Rodentia,Geomyidae,Geomys,bursarius
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,Glaucomys volans,Glaucomys volans,Glaucomys volans,Rodentia,Sciuridae,Glaucomys,volans
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,Marmota monax,Marmota monax,Marmota monax,Rodentia,Sciuridae,Marmota,monax
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,Microtus pennsylvanicus,Microtus pennsylvanicus,Microtus pennsylvanicus,Rodentia,Cricetidae,Microtus,pennsylvanicus
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,Napaeozapus insignis,Napaeozapus insignis,Napaeozapus insignis,Rodentia,Zapodidae,Napaeozapus,insignis
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,cf. Sciurus niger,Sciurus niger,Sciurus niger,Rodentia,Sciuridae,Sciurus,niger
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,Cryptotis parva,Cryptotis parva,Cryptotis parvus,Eulipotyphla,Soricidae,Cryptotis,parvus
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,Neotoma floridana,Neotoma floridana,Neotoma floridana,Rodentia,Cricetidae,Neotoma,floridana
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,Scalopus aquaticus,Scalopus aquaticus,Scalopus aquaticus,Eulipotyphla,Talpidae,Scalopus,aquaticus
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,Synaptomys cooperi,Synaptomys cooperi,Synaptomys cooperi,Rodentia,Cricetidae,Synaptomys,cooperi
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,Tamias striatus,Tamias striatus,Tamias striatus,Rodentia,Sciuridae,Tamias,striatus
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,Blarina brevicauda,Blarina brevicauda,Blarina brevicauda,Eulipotyphla,Soricidae,Blarina,brevicauda
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,Microtus ochrogaster/M. pinetorum,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,cf. Peromyscus leucopus,Peromyscus leucopus,Peromyscus leucopus,Rodentia,Cricetidae,Peromyscus,leucopus
295,Boney Spring,7381,7236,38.11194,-93.36694,252,33700,500,Syverson-Blois: bounds,Microtus sp.,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
337,Carter Site,4580,4435,40.21667,-84.68056,304,15754,12964,Syverson-Blois: bounds,Castor canadensis,Castor canadensis,Castor canadensis,Rodentia,Castoridae,Castor,canadensis
337,Carter Site,4580,4435,40.21667,-84.68056,304,15754,12964,Syverson-Blois: bounds,Ondatra zibethicus,Ondatra zibethicus,Ondatra zibethicus,Rodentia,Cricetidae,Ondatra,zibethicus
490,Conklin Quarry,5162,5017,41.69444,-91.56389,214,22594,19554,Syverson-Blois: bounds,Microtus pennsylvanicus,Microtus pennsylvanicus,Microtus pennsylvanicus,Rodentia,Cricetidae,Microtus,pennsylvanicus
490,Conklin Quarry,5162,5017,41.69444,-91.56389,214,22594,19554,Syverson-Blois: bounds,Phenacomys intermedius,Phenacomys intermedius,Phenacomys intermedius,Rodentia,Cricetidae,Phenacomys,intermedius
490,Conklin Quarry,5162,5017,41.69444,-91.56389,214,22594,19554,Syverson-Blois: bounds,cf. Dicrostonyx sp.,Dicrostonyx,NA,Rodentia,Cricetidae,Dicrostonyx,NA
490,Conklin Quarry,5162,5017,41.69444,-91.56389,214,22594,19554,Syverson-Blois: bounds,Microtus xanthognathus,Microtus xanthognathus,Microtus xanthognathus,Rodentia,Cricetidae,Microtus,xanthognathus
490,Conklin Quarry,5162,5017,41.69444,-91.56389,214,22594,19554,Syverson-Blois: bounds,cf. Microtus miurus,Microtus miurus,Microtus abbreviatus,Rodentia,Cricetidae,Microtus,abbreviatus
490,Conklin Quarry,5162,5017,41.69444,-91.56389,214,22594,19554,Syverson-Blois: bounds,Microtus sp.,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32400,23100,Syverson-Blois: bounds,Dicrostonyx torquatus,Dicrostonyx torquatus,Dicrostonyx torquatus,Rodentia,Cricetidae,Dicrostonyx,torquatus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32400,23100,Syverson-Blois: bounds,Lemmus sibiricus,Lemmus sibiricus,Lemmus sibiricus,Rodentia,Cricetidae,Lemmus,sibiricus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32400,23100,Syverson-Blois: bounds,cf. Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32400,23100,Syverson-Blois: bounds,Marmota caligata,Marmota caligata,Marmota caligata,Rodentia,Sciuridae,Marmota,caligata
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32400,23100,Syverson-Blois: bounds,Spermophilus columbianus,Spermophilus columbianus,Urocitellus columbianus,Rodentia,Sciuridae,Urocitellus,columbianus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32400,23100,Syverson-Blois: bounds,Neotoma cinerea,Neotoma cinerea,Neotoma cinerea,Rodentia,Cricetidae,Neotoma,cinerea
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32400,23100,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32400,23100,Syverson-Blois: bounds,cf. Microtus longicaudus,Microtus longicaudus,Microtus longicaudus,Rodentia,Cricetidae,Microtus,longicaudus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32600,23000,Syverson-Blois: bounds,Phenacomys intermedius,Phenacomys intermedius,Phenacomys intermedius,Rodentia,Cricetidae,Phenacomys,intermedius
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32600,23000,Syverson-Blois: bounds,Dicrostonyx torquatus,Dicrostonyx torquatus,Dicrostonyx torquatus,Rodentia,Cricetidae,Dicrostonyx,torquatus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32600,23000,Syverson-Blois: bounds,Lemmus sibiricus,Lemmus sibiricus,Lemmus sibiricus,Rodentia,Cricetidae,Lemmus,sibiricus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32600,23000,Syverson-Blois: bounds,Spermophilus lateralis,Spermophilus lateralis,Callospermophilus lateralis,Rodentia,Sciuridae,Callospermophilus,lateralis
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32600,23000,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32600,23000,Syverson-Blois: bounds,Marmota caligata,Marmota caligata,Marmota caligata,Rodentia,Sciuridae,Marmota,caligata
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32600,23000,Syverson-Blois: bounds,Neotoma cinerea,Neotoma cinerea,Neotoma cinerea,Rodentia,Cricetidae,Neotoma,cinerea
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32600,23000,Syverson-Blois: bounds,Spermophilus columbianus,Spermophilus columbianus,Urocitellus columbianus,Rodentia,Sciuridae,Urocitellus,columbianus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32600,23000,Syverson-Blois: bounds,cf. Microtus longicaudus,Microtus longicaudus,Microtus longicaudus,Rodentia,Cricetidae,Microtus,longicaudus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32600,23000,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32700,22800,Syverson-Blois: bounds,Sorex cinereus,Sorex cinereus,Cryptotis parvus,Eulipotyphla,Soricidae,Sorex,cinereus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32700,22800,Syverson-Blois: bounds,Neotoma cinerea,Neotoma cinerea,Neotoma cinerea,Rodentia,Cricetidae,Neotoma,cinerea
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32700,22800,Syverson-Blois: bounds,Marmota caligata,Marmota caligata,Marmota caligata,Rodentia,Sciuridae,Marmota,caligata
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32700,22800,Syverson-Blois: bounds,Spermophilus columbianus,Spermophilus columbianus,Urocitellus columbianus,Rodentia,Sciuridae,Urocitellus,columbianus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32700,22800,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,32700,22800,Syverson-Blois: bounds,cf. Microtus longicaudus,Microtus longicaudus,Microtus longicaudus,Rodentia,Cricetidae,Microtus,longicaudus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,cf. Microtus longicaudus,Microtus longicaudus,Microtus longicaudus,Rodentia,Cricetidae,Microtus,longicaudus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Marmota caligata,Marmota caligata,Marmota caligata,Rodentia,Sciuridae,Marmota,caligata
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Neotoma cinerea,Neotoma cinerea,Neotoma cinerea,Rodentia,Cricetidae,Neotoma,cinerea
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Spermophilus columbianus,Spermophilus columbianus,Urocitellus columbianus,Rodentia,Sciuridae,Urocitellus,columbianus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Tamias sp.,Tamias,NA,Rodentia,Sciuridae,Tamias,NA
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,Rodentia,Sciuridae,Tamiasciurus,hudsonicus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,cf. Cynomys leucurus,Cynomys leucurus,Cynomys leucurus,Rodentia,Sciuridae,Cynomys,leucurus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Spermophilus lateralis,Spermophilus lateralis,Callospermophilus lateralis,Rodentia,Sciuridae,Callospermophilus,lateralis
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Dicrostonyx torquatus,Dicrostonyx torquatus,Dicrostonyx torquatus,Rodentia,Cricetidae,Dicrostonyx,torquatus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Phenacomys intermedius,Phenacomys intermedius,Phenacomys intermedius,Rodentia,Cricetidae,Phenacomys,intermedius
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,cf. Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Lemmus sibiricus,Lemmus sibiricus,Lemmus sibiricus,Rodentia,Cricetidae,Lemmus,sibiricus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Sorex cinereus,Sorex cinereus,Cryptotis parvus,Eulipotyphla,Soricidae,Sorex,cinereus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Sorex arcticus,Sorex arcticus,Sorex arcticus,Eulipotyphla,Soricidae,Sorex,arcticus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Sorex monticolus,Sorex monticolus,Sorex monticolus,Eulipotyphla,Soricidae,Sorex,monticolus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Myodes gapperi,Myodes gapperi,Clethrionomys gapperi,Rodentia,Cricetidae,Clethrionomys,gapperi
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Microtus richardsoni,Microtus richardsoni,Microtus richardsoni,Rodentia,Cricetidae,Microtus,richardsoni
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Sorex sp.,Sorex,NA,Eulipotyphla,Soricidae,Sorex,NA
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus
1135,January Cave [EbPp-Vp],4636,4491,50.18833,-114.51833,2060,48497,22772,Syverson-Blois: bounds,Synaptomys borealis,Synaptomys borealis,Mictomys borealis,Rodentia,Cricetidae,Mictomys,borealis
1361,Jones Spring,7382,7237,38.06667,-93.35,226,164500,42350,Syverson-Blois: bounds,Geomys sp.,Geomys,NA,Rodentia,Geomyidae,Geomys,NA
1361,Jones Spring,7382,7237,38.06667,-93.35,226,164500,42350,Syverson-Blois: bounds,cf. Microtus sp.,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
3531,Chimney Rock Animal Trap,4559,4414,40.86667,-105.75,2932,15214,12804,Syverson-Blois: bounds,Cynomys sp.,Cynomys,NA,Rodentia,Sciuridae,Cynomys,NA
3531,Chimney Rock Animal Trap,4559,4414,40.86667,-105.75,2932,15214,12804,Syverson-Blois: bounds,Marmota flaviventris,Marmota flaviventris,Marmota flaviventris,Rodentia,Sciuridae,Marmota,flaviventris
3531,Chimney Rock Animal Trap,4559,4414,40.86667,-105.75,2932,15214,12804,Syverson-Blois: bounds,Microtus longicaudus/M. montanus,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
3531,Chimney Rock Animal Trap,4559,4414,40.86667,-105.75,2932,15214,12804,Syverson-Blois: bounds,Neotoma cinerea,Neotoma cinerea,Neotoma cinerea,Rodentia,Cricetidae,Neotoma,cinerea
3531,Chimney Rock Animal Trap,4559,4414,40.86667,-105.75,2932,15214,12804,Syverson-Blois: bounds,Peromyscus sp.,Peromyscus,NA,Rodentia,Cricetidae,Peromyscus,NA
3531,Chimney Rock Animal Trap,4559,4414,40.86667,-105.75,2932,15214,12804,Syverson-Blois: bounds,Sorex sp.,Sorex,NA,Eulipotyphla,Soricidae,Sorex,NA
3531,Chimney Rock Animal Trap,4559,4414,40.86667,-105.75,2932,15214,12804,Syverson-Blois: bounds,Spermophilus lateralis,Spermophilus lateralis,Callospermophilus lateralis,Rodentia,Sciuridae,Callospermophilus,lateralis
3531,Chimney Rock Animal Trap,4559,4414,40.86667,-105.75,2932,15214,12804,Syverson-Blois: bounds,Spermophilus richardsonii,Spermophilus richardsonii,Urocitellus richardsonii,Rodentia,Sciuridae,Urocitellus,richardsonii
3531,Chimney Rock Animal Trap,4559,4414,40.86667,-105.75,2932,15214,12804,Syverson-Blois: bounds,Thomomys sp.,Thomomys,NA,Rodentia,Geomyidae,Thomomys,NA
3532,Lindenmeier [5LR13],4560,4415,40.86667,-105,1715,14584,8194,Syverson-Blois: bounds,Cynomys ludovicianus,Cynomys ludovicianus,Cynomys ludovicianus,Rodentia,Sciuridae,Cynomys,ludovicianus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Cryptotis parva,Cryptotis parva,Cryptotis parvus,Eulipotyphla,Soricidae,Cryptotis,parvus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Cynomys ludovicianus,Cynomys ludovicianus,Cynomys ludovicianus,Rodentia,Sciuridae,Cynomys,ludovicianus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Dipodomys ordii,Dipodomys ordii,Dipodomys ordii,Rodentia,Heteromyidae,Dipodomys,ordii
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Geomys bursarius,Geomys bursarius,Geomys bursarius,Rodentia,Geomyidae,Geomys,bursarius
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Microtus longicaudus,Microtus longicaudus,Microtus longicaudus,Rodentia,Cricetidae,Microtus,longicaudus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Microtus ochrogaster/M. pinetorum,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Microtus pennsylvanicus,Microtus pennsylvanicus,Microtus pennsylvanicus,Rodentia,Cricetidae,Microtus,pennsylvanicus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Neotoma sp.,Neotoma,NA,Rodentia,Cricetidae,Neotoma,NA
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Onychomys leucogaster,Onychomys leucogaster,Onychomys leucogaster,Rodentia,Cricetidae,Onychomys,leucogaster
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Ondatra zibethicus,Ondatra zibethicus,Ondatra zibethicus,Rodentia,Cricetidae,Ondatra,zibethicus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Perognathus flavus,Perognathus flavus,Perognathus flavus,Rodentia,Heteromyidae,Perognathus,flavus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Peromyscus leucopus,Peromyscus leucopus,Peromyscus leucopus,Rodentia,Cricetidae,Peromyscus,leucopus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Scalopus aquaticus,Scalopus aquaticus,Scalopus aquaticus,Eulipotyphla,Talpidae,Scalopus,aquaticus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Sorex arcticus,Sorex arcticus,Sorex arcticus,Eulipotyphla,Soricidae,Sorex,arcticus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Sorex cinereus,Sorex cinereus,Cryptotis parvus,Eulipotyphla,Soricidae,Sorex,cinereus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Sorex palustris,Sorex palustris,Sorex palustris,Eulipotyphla,Soricidae,Sorex,palustris
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Sorex vagrans,Sorex vagrans,Sorex vagrans,Eulipotyphla,Soricidae,Sorex,vagrans
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Spermophilus lateralis,Spermophilus lateralis,Callospermophilus lateralis,Rodentia,Sciuridae,Callospermophilus,lateralis
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Spermophilus spilosoma,Spermophilus spilosoma,Xerospermophilus spilosoma,Rodentia,Sciuridae,Xerospermophilus,spilosoma
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Spermophilus tridecemlineatus,Spermophilus tridecemlineatus,Ictidomys tridecemlineatus,Rodentia,Sciuridae,Ictidomys,tridecemlineatus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Spermophilus variegatus,Spermophilus variegatus,Otospermophilus variegatus,Rodentia,Sciuridae,Otospermophilus,variegatus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Tamias minimus,Tamias minimus,Neotamias minimus,Rodentia,Sciuridae,Neotamias,minimus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Zapus hudsonius,Zapus hudsonius,Zapus hudsonius,Rodentia,Zapodidae,Zapus,hudsonius
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Chaetodipus hispidus,Chaetodipus hispidus,Chaetodipus hispidus,Rodentia,Heteromyidae,Chaetodipus,hispidus
3533,Jones-Miller,4561,4416,39.86667,-102.11667,1120,13704,9624,Syverson-Blois: bounds,Myodes gapperi,Myodes gapperi,Clethrionomys gapperi,Rodentia,Cricetidae,Clethrionomys,gapperi
3534,Selby,4562,4417,39.86667,-102.25,1152,22424,14164,Syverson-Blois: bounds,Cynomys ludovicianus,Cynomys ludovicianus,Cynomys ludovicianus,Rodentia,Sciuridae,Cynomys,ludovicianus
3534,Selby,4562,4417,39.86667,-102.25,1152,22424,14164,Syverson-Blois: bounds,Microtus sp.,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
3534,Selby,4562,4417,39.86667,-102.25,1152,22424,14164,Syverson-Blois: bounds,Spermophilus richardsonii,Spermophilus richardsonii,Urocitellus richardsonii,Rodentia,Sciuridae,Urocitellus,richardsonii
3534,Selby,4562,4417,39.86667,-102.25,1152,22424,14164,Syverson-Blois: bounds,Spermophilus sp.,Spermophilus,NA,Rodentia,Sciuridae,Spermophilus,NA
3534,Selby,4562,4417,39.86667,-102.25,1152,22424,14164,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
3536,Blackwater Draw Loc. 1,4564,4419,34.28333,-103.31667,1252,13004,7364,Syverson-Blois: bounds,Ondatra zibethicus,Ondatra zibethicus,Ondatra zibethicus,Rodentia,Cricetidae,Ondatra,zibethicus
3536,Blackwater Draw Loc. 1,4564,4419,34.28333,-103.31667,1252,13694,12774,Syverson-Blois: bounds,Cynomys ludovicianus,Cynomys ludovicianus,Cynomys ludovicianus,Rodentia,Sciuridae,Cynomys,ludovicianus
3536,Blackwater Draw Loc. 1,4564,4419,34.28333,-103.31667,1252,13694,12774,Syverson-Blois: bounds,Geomys bursarius,Geomys bursarius,Geomys bursarius,Rodentia,Geomyidae,Geomys,bursarius
3536,Blackwater Draw Loc. 1,4564,4419,34.28333,-103.31667,1252,13694,12774,Syverson-Blois: bounds,Microtus mexicanus,Microtus mexicanus,Microtus mexicanus,Rodentia,Cricetidae,Microtus,mexicanus
3536,Blackwater Draw Loc. 1,4564,4419,34.28333,-103.31667,1252,13694,12774,Syverson-Blois: bounds,Microtus ochrogaster,Microtus ochrogaster,Microtus ochrogaster,Rodentia,Cricetidae,Microtus,ochrogaster
3536,Blackwater Draw Loc. 1,4564,4419,34.28333,-103.31667,1252,13694,12774,Syverson-Blois: bounds,Microtus pennsylvanicus,Microtus pennsylvanicus,Microtus pennsylvanicus,Rodentia,Cricetidae,Microtus,pennsylvanicus
3536,Blackwater Draw Loc. 1,4564,4419,34.28333,-103.31667,1252,13694,12774,Syverson-Blois: bounds,Neotoma sp.,Neotoma,NA,Rodentia,Cricetidae,Neotoma,NA
3536,Blackwater Draw Loc. 1,4564,4419,34.28333,-103.31667,1252,13694,12774,Syverson-Blois: bounds,Ondatra zibethicus,Ondatra zibethicus,Ondatra zibethicus,Rodentia,Cricetidae,Ondatra,zibethicus
3536,Blackwater Draw Loc. 1,4564,4419,34.28333,-103.31667,1252,13694,12774,Syverson-Blois: bounds,Peromyscus leucopus,Peromyscus leucopus,Peromyscus leucopus,Rodentia,Cricetidae,Peromyscus,leucopus
3536,Blackwater Draw Loc. 1,4564,4419,34.28333,-103.31667,1252,13694,12774,Syverson-Blois: bounds,Peromyscus truei,Peromyscus truei,Peromyscus truei,Rodentia,Cricetidae,Peromyscus,truei
3536,Blackwater Draw Loc. 1,4564,4419,34.28333,-103.31667,1252,13694,12774,Syverson-Blois: bounds,Reithrodontomys megalotis,Reithrodontomys megalotis,Reithrodontomys megalotis,Rodentia,Cricetidae,Reithrodontomys,megalotis
3536,Blackwater Draw Loc. 1,4564,4419,34.28333,-103.31667,1252,13694,12774,Syverson-Blois: bounds,Sciurus carolinensis,Sciurus carolinensis,Sciurus carolinensis,Rodentia,Sciuridae,Sciurus,carolinensis
3536,Blackwater Draw Loc. 1,4564,4419,34.28333,-103.31667,1252,13694,12774,Syverson-Blois: bounds,Sigmodon hispidus,Sigmodon hispidus,Sigmodon hispidus,Rodentia,Cricetidae,Sigmodon,hispidus
3536,Blackwater Draw Loc. 1,4564,4419,34.28333,-103.31667,1252,13694,12774,Syverson-Blois: bounds,Sorex cinereus,Sorex cinereus,Cryptotis parvus,Eulipotyphla,Soricidae,Sorex,cinereus
