siteid,sitename,datasetid,collunitid,lat,long,elev,ageolder,ageyounger,chronologyname,variablename,taxonname_updated,MDD_species,order,family,genus,specificEpithet
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,464,-26,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,464,-26,Syverson-Blois: bounds,Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,1684,554,Syverson-Blois: bounds,Microtus sp.,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,1684,554,Syverson-Blois: bounds,Neotoma cinerea,Neotoma cinerea,Neotoma cinerea,Rodentia,Cricetidae,Neotoma,cinerea
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,1684,554,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,1684,554,Syverson-Blois: bounds,Spermophilus sp.,Spermophilus,NA,Rodentia,Sciuridae,Spermophilus,NA
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,1684,554,Syverson-Blois: bounds,Marmota flaviventris,Marmota flaviventris,Marmota flaviventris,Rodentia,Sciuridae,Marmota,flaviventris
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,1684,554,Syverson-Blois: bounds,Perognathus parvus,Perognathus parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,1684,554,Syverson-Blois: bounds,Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,1684,554,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,6000,1677,Syverson-Blois: bounds,Microtus sp.,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,6000,1677,Syverson-Blois: bounds,Neotoma cinerea,Neotoma cinerea,Neotoma cinerea,Rodentia,Cricetidae,Neotoma,cinerea
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,6000,1677,Syverson-Blois: bounds,Spermophilus sp.,Spermophilus,NA,Rodentia,Sciuridae,Spermophilus,NA
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,6000,1677,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,6000,1677,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,6000,1677,Syverson-Blois: bounds,Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,6000,1677,Syverson-Blois: bounds,Marmota flaviventris,Marmota flaviventris,Marmota flaviventris,Rodentia,Sciuridae,Marmota,flaviventris
4952,Chief Joseph Dam Site 45DO326,6156,6011,48,-119.36667,691,6000,1677,Syverson-Blois: bounds,Perognathus parvus,Perognathus parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,774,504,Syverson-Blois: bounds,Castor canadensis,Castor canadensis,Castor canadensis,Rodentia,Castoridae,Castor,canadensis
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,774,504,Syverson-Blois: bounds,Marmota flaviventris,Marmota flaviventris,Marmota flaviventris,Rodentia,Sciuridae,Marmota,flaviventris
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,774,504,Syverson-Blois: bounds,Microtus sp.,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,774,504,Syverson-Blois: bounds,Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,774,504,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,774,504,Syverson-Blois: bounds,Perognathus parvus,Perognathus parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,774,504,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,3234,2774,Syverson-Blois: bounds,Marmota flaviventris,Marmota flaviventris,Marmota flaviventris,Rodentia,Sciuridae,Marmota,flaviventris
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,3234,2774,Syverson-Blois: bounds,Microtus sp.,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,3234,2774,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,3234,2774,Syverson-Blois: bounds,Perognathus parvus,Perognathus parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,3234,2774,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,3534,2184,Syverson-Blois: bounds,Castor canadensis,Castor canadensis,Castor canadensis,Rodentia,Castoridae,Castor,canadensis
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,3534,2184,Syverson-Blois: bounds,Marmota flaviventris,Marmota flaviventris,Marmota flaviventris,Rodentia,Sciuridae,Marmota,flaviventris
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,3534,2184,Syverson-Blois: bounds,Spermophilus sp.,Spermophilus,NA,Rodentia,Sciuridae,Spermophilus,NA
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,3534,2184,Syverson-Blois: bounds,Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,3534,2184,Syverson-Blois: bounds,Microtus sp.,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,3534,2184,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,3534,2184,Syverson-Blois: bounds,Perognathus parvus,Perognathus parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus
4954,Chief Joseph Dam Site 45OK258,6158,6013,48.11667,-119.11667,734,3534,2184,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,4254,2354,Syverson-Blois: bounds,Castor canadensis,Castor canadensis,Castor canadensis,Rodentia,Castoridae,Castor,canadensis
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,4254,2354,Syverson-Blois: bounds,Microtus sp.,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,4254,2354,Syverson-Blois: bounds,Neotoma cinerea,Neotoma cinerea,Neotoma cinerea,Rodentia,Cricetidae,Neotoma,cinerea
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,4254,2354,Syverson-Blois: bounds,Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,4254,2354,Syverson-Blois: bounds,Spermophilus sp.,Spermophilus,NA,Rodentia,Sciuridae,Spermophilus,NA
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,4254,2354,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,4254,2354,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,4254,2354,Syverson-Blois: bounds,Marmota flaviventris,Marmota flaviventris,Marmota flaviventris,Rodentia,Sciuridae,Marmota,flaviventris
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,4254,2354,Syverson-Blois: bounds,Perognathus parvus,Perognathus parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,5074,4244,Syverson-Blois: bounds,Castor canadensis,Castor canadensis,Castor canadensis,Rodentia,Castoridae,Castor,canadensis
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,5074,4244,Syverson-Blois: bounds,Ondatra zibethicus,Ondatra zibethicus,Ondatra zibethicus,Rodentia,Cricetidae,Ondatra,zibethicus
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,5074,4244,Syverson-Blois: bounds,Spermophilus sp.,Spermophilus,NA,Rodentia,Sciuridae,Spermophilus,NA
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,5074,4244,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,5074,4244,Syverson-Blois: bounds,Microtus sp.,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,5074,4244,Syverson-Blois: bounds,Marmota flaviventris,Marmota flaviventris,Marmota flaviventris,Rodentia,Sciuridae,Marmota,flaviventris
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,5074,4244,Syverson-Blois: bounds,Perognathus parvus,Perognathus parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus
4955,Chief Joseph Dam Site 45OK11,6159,6014,48.11667,-119.11667,734,5074,4244,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,384,4,Syverson-Blois: bounds,Perognathus parvus,Perognathus parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,384,4,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,384,4,Syverson-Blois: bounds,Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,384,4,Syverson-Blois: bounds,Marmota flaviventris,Marmota flaviventris,Marmota flaviventris,Rodentia,Sciuridae,Marmota,flaviventris
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,384,4,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,1114,464,Syverson-Blois: bounds,Castor canadensis,Castor canadensis,Castor canadensis,Rodentia,Castoridae,Castor,canadensis
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,1114,464,Syverson-Blois: bounds,Marmota flaviventris,Marmota flaviventris,Marmota flaviventris,Rodentia,Sciuridae,Marmota,flaviventris
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,1114,464,Syverson-Blois: bounds,Neotoma cinerea,Neotoma cinerea,Neotoma cinerea,Rodentia,Cricetidae,Neotoma,cinerea
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,1114,464,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,1114,464,Syverson-Blois: bounds,Microtus sp.,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,1114,464,Syverson-Blois: bounds,Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,1114,464,Syverson-Blois: bounds,Perognathus parvus,Perognathus parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,1114,464,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,3454,2544,Syverson-Blois: bounds,Castor canadensis,Castor canadensis,Castor canadensis,Rodentia,Castoridae,Castor,canadensis
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,3454,2544,Syverson-Blois: bounds,Ondatra zibethicus,Ondatra zibethicus,Ondatra zibethicus,Rodentia,Cricetidae,Ondatra,zibethicus
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,3454,2544,Syverson-Blois: bounds,Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,3454,2544,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,3454,2544,Syverson-Blois: bounds,Perognathus parvus,Perognathus parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,3454,2544,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,4084,2764,Syverson-Blois: bounds,Marmota flaviventris,Marmota flaviventris,Marmota flaviventris,Rodentia,Sciuridae,Marmota,flaviventris
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,4084,2764,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,4084,2764,Syverson-Blois: bounds,Microtus sp.,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,4084,2764,Syverson-Blois: bounds,Perognathus parvus,Perognathus parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus
4956,Chief Joseph Dam Site 45OK2,6160,6015,48.11667,-119,564,4084,2764,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,687,0,Syverson-Blois: bounds,Ammospermophilus leucurus,Ammospermophilus leucurus,Ammospermophilus leucurus,Rodentia,Sciuridae,Ammospermophilus,leucurus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,687,0,Syverson-Blois: bounds,Perognathus sp.,Perognathus,NA,Rodentia,Heteromyidae,Perognathus,NA
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,687,0,Syverson-Blois: bounds,Spermophilus variegatus,Spermophilus variegatus,Otospermophilus variegatus,Rodentia,Sciuridae,Otospermophilus,variegatus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,687,0,Syverson-Blois: bounds,Microtus montanus,Microtus montanus,Microtus montanus,Rodentia,Cricetidae,Microtus,montanus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,687,0,Syverson-Blois: bounds,Neotoma sp.,Neotoma,NA,Rodentia,Cricetidae,Neotoma,NA
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,687,0,Syverson-Blois: bounds,Thomomys bottae,Thomomys bottae,Megascapheus bottae,Rodentia,Geomyidae,Megascapheus,bottae
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,687,0,Syverson-Blois: bounds,Dipodomys ordii,Dipodomys ordii,Dipodomys ordii,Rodentia,Heteromyidae,Dipodomys,ordii
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,687,0,Syverson-Blois: bounds,Synaptomys sp.,Synaptomys,NA,Rodentia,Cricetidae,Synaptomys,NA
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,944,674,Syverson-Blois: bounds,Microtus montanus,Microtus montanus,Microtus montanus,Rodentia,Cricetidae,Microtus,montanus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,944,674,Syverson-Blois: bounds,Neotoma sp.,Neotoma,NA,Rodentia,Cricetidae,Neotoma,NA
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,944,674,Syverson-Blois: bounds,Thomomys bottae,Thomomys bottae,Megascapheus bottae,Rodentia,Geomyidae,Megascapheus,bottae
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,944,674,Syverson-Blois: bounds,Ammospermophilus leucurus,Ammospermophilus leucurus,Ammospermophilus leucurus,Rodentia,Sciuridae,Ammospermophilus,leucurus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,944,674,Syverson-Blois: bounds,Dipodomys ordii,Dipodomys ordii,Dipodomys ordii,Rodentia,Heteromyidae,Dipodomys,ordii
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,944,674,Syverson-Blois: bounds,Spermophilus variegatus,Spermophilus variegatus,Otospermophilus variegatus,Rodentia,Sciuridae,Otospermophilus,variegatus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,944,674,Syverson-Blois: bounds,Synaptomys sp.,Synaptomys,NA,Rodentia,Cricetidae,Synaptomys,NA
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,3754,2534,Syverson-Blois: bounds,Neotoma sp.,Neotoma,NA,Rodentia,Cricetidae,Neotoma,NA
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,3754,2534,Syverson-Blois: bounds,Thomomys bottae,Thomomys bottae,Megascapheus bottae,Rodentia,Geomyidae,Megascapheus,bottae
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,3754,2534,Syverson-Blois: bounds,Ammospermophilus leucurus,Ammospermophilus leucurus,Ammospermophilus leucurus,Rodentia,Sciuridae,Ammospermophilus,leucurus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,3754,2534,Syverson-Blois: bounds,Microtus montanus,Microtus montanus,Microtus montanus,Rodentia,Cricetidae,Microtus,montanus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,4704,4054,Syverson-Blois: bounds,Microtus montanus,Microtus montanus,Microtus montanus,Rodentia,Cricetidae,Microtus,montanus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,4704,4054,Syverson-Blois: bounds,Neotoma sp.,Neotoma,NA,Rodentia,Cricetidae,Neotoma,NA
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,4704,4054,Syverson-Blois: bounds,Thomomys bottae,Thomomys bottae,Megascapheus bottae,Rodentia,Geomyidae,Megascapheus,bottae
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,4704,4054,Syverson-Blois: bounds,Ammospermophilus leucurus,Ammospermophilus leucurus,Ammospermophilus leucurus,Rodentia,Sciuridae,Ammospermophilus,leucurus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,4704,4054,Syverson-Blois: bounds,Spermophilus variegatus,Spermophilus variegatus,Otospermophilus variegatus,Rodentia,Sciuridae,Otospermophilus,variegatus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,5274,3014,Syverson-Blois: bounds,Spermophilus variegatus,Spermophilus variegatus,Otospermophilus variegatus,Rodentia,Sciuridae,Otospermophilus,variegatus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,5274,3014,Syverson-Blois: bounds,Neotoma sp.,Neotoma,NA,Rodentia,Cricetidae,Neotoma,NA
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,5274,3014,Syverson-Blois: bounds,Thomomys bottae,Thomomys bottae,Megascapheus bottae,Rodentia,Geomyidae,Megascapheus,bottae
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,5274,3014,Syverson-Blois: bounds,Ammospermophilus leucurus,Ammospermophilus leucurus,Ammospermophilus leucurus,Rodentia,Sciuridae,Ammospermophilus,leucurus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,8314,7024,Syverson-Blois: bounds,Ammospermophilus leucurus,Ammospermophilus leucurus,Ammospermophilus leucurus,Rodentia,Sciuridae,Ammospermophilus,leucurus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,8314,7024,Syverson-Blois: bounds,Perognathus sp.,Perognathus,NA,Rodentia,Heteromyidae,Perognathus,NA
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,8314,7024,Syverson-Blois: bounds,Spermophilus variegatus,Spermophilus variegatus,Otospermophilus variegatus,Rodentia,Sciuridae,Otospermophilus,variegatus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,8314,7024,Syverson-Blois: bounds,Microtus montanus,Microtus montanus,Microtus montanus,Rodentia,Cricetidae,Microtus,montanus
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,8314,7024,Syverson-Blois: bounds,Neotoma sp.,Neotoma,NA,Rodentia,Cricetidae,Neotoma,NA
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,8314,7024,Syverson-Blois: bounds,Thomomys bottae,Thomomys bottae,Megascapheus bottae,Rodentia,Geomyidae,Megascapheus,bottae
4958,O'Malley Shelter,6162,6017,37.51667,-114.26667,1636,8314,7024,Syverson-Blois: bounds,Dipodomys ordii,Dipodomys ordii,Dipodomys ordii,Rodentia,Heteromyidae,Dipodomys,ordii
4959,Conaway Shelter [26LN126],6163,6018,37.53333,-114.6,1426,1454,504,Syverson-Blois: bounds,Thomomys bottae,Thomomys bottae,Megascapheus bottae,Rodentia,Geomyidae,Megascapheus,bottae
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,2412,0,Syverson-Blois: bounds,Perognathus parvus,Perognathus parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,2412,0,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,2412,0,Syverson-Blois: bounds,Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,Rodentia,Cricetidae,Lemmiscus,curtatus
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,2412,0,Syverson-Blois: bounds,Microtus sp.,Microtus,NA,Rodentia,Cricetidae,Microtus,NA
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,2412,0,Syverson-Blois: bounds,Marmota flaviventris,Marmota flaviventris,Marmota flaviventris,Rodentia,Sciuridae,Marmota,flaviventris
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,2412,0,Syverson-Blois: bounds,Spermophilus sp.,Spermophilus,NA,Rodentia,Sciuridae,Spermophilus,NA
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,2412,0,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,2807,2412,Syverson-Blois: bounds,Marmota flaviventris,Marmota flaviventris,Marmota flaviventris,Rodentia,Sciuridae,Marmota,flaviventris
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,2807,2412,Syverson-Blois: bounds,Perognathus parvus,Perognathus parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,2807,2412,Syverson-Blois: bounds,Spermophilus sp.,Spermophilus,NA,Rodentia,Sciuridae,Spermophilus,NA
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,2807,2412,Syverson-Blois: bounds,Thomomys talpoides,Thomomys talpoides,Thomomys talpoides,Rodentia,Geomyidae,Thomomys,talpoides
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,3134,2164,Syverson-Blois: bounds,Marmota flaviventris,Marmota flaviventris,Marmota flaviventris,Rodentia,Sciuridae,Marmota,flaviventris
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,3134,2164,Syverson-Blois: bounds,Peromyscus maniculatus,Peromyscus maniculatus,Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,3134,2164,Syverson-Blois: bounds,Spermophilus sp.,Spermophilus,NA,Rodentia,Sciuridae,Spermophilus,NA
4961,Chief Joseph Dam Site 45DO211,6165,6020,48,-119,626,3134,2164,Syverson-Blois: bounds,Perognathus parvus,Perognathus parvus,Perognathus parvus,Rodentia,Heteromyidae,Perognathus,parvus
